AnoMes,PAG_PFPJ,REC_PFPJ,PAG_REGIAO,REC_REGIAO,PAG_IDADE,REC_IDADE,FORMAINICIACAO,NATUREZA,FINALIDADE,VALOR,QUANTIDADE
202411,PF,PF,NORDESTE,Nao informado,entre 50 e 59 anos,entre 40 e 49 anos,DICT,P2P,Pix,"1522663,94",4851
202411,PF,PF,NORTE,NORDESTE,até 19 anos,mais de 60 anos,QRDN,P2P,Pix,"69970,41",3436
202411,PF,PJ,SUL,CENTRO-OESTE,entre 40 e 49 anos,Nao se aplica,MANU,P2G,Pix,"25260,36",8
202411,PF,PF,SUDESTE,NORDESTE,mais de 60 anos,até 19 anos,Nao disponivel,P2P,Nao disponivel,"13879,67",501
202411,PF,PJ,Nao informado,SUL,até 19 anos,Nao se aplica,QRDN,P2B,Pix,"156743,62",3932
202411,PF,PF,CENTRO-OESTE,NORDESTE,entre 50 e 59 anos,entre 50 e 59 anos,Nao disponivel,P2P,Nao disponivel,"44241,65",107
202411,PF,PF,NORTE,NORDESTE,entre 30 e 39 anos,entre 40 e 49 anos,MANU,P2P,Pix,"9457271,81",57773
202411,PF,PF,NORDESTE,CENTRO-OESTE,mais de 60 anos,entre 20 e 29 anos,MANU,P2P,Pix,"913942,28",5873
202411,PJ,PJ,Nao informado,NORTE,Nao se aplica,Nao se aplica,QRES,B2G,Pix,"198,77",1
202411,PF,PJ,SUL,NORTE,entre 30 e 39 anos,Nao se aplica,QRDN,P2B,Pix,"44667559,9",1057958
202411,PJ,PF,Nao informado,Nao informado,Nao se aplica,mais de 60 anos,MANU,B2P,Pix,"7680,96",5
202411,PF,PJ,CENTRO-OESTE,SUL,entre 20 e 29 anos,Nao se aplica,QRES,P2B,Pix,"41049330,07",194277
202411,PJ,PF,NORTE,SUDESTE,Nao se aplica,até 19 anos,QRES,B2P,Pix,"137943,61",367
202411,PF,PJ,NORTE,NORTE,até 19 anos,Nao se aplica,QRDN,P2B,Pix Saque,"301199,88",1320
202411,PF,PF,NORDESTE,Nao informado,entre 20 e 29 anos,entre 20 e 29 anos,QRDN,P2P,Pix,"28323,86",3644
202411,PF,PF,NORDESTE,NORTE,mais de 60 anos,mais de 60 anos,QRES,P2P,Pix,"128789,74",2024
202411,PJ,PF,SUL,SUDESTE,Nao se aplica,até 19 anos,MANU,B2P,Pix,"9786095,99",31065
202411,PF,PF,SUL,SUL,entre 20 e 29 anos,mais de 60 anos,DICT,P2P,Pix,"425584914,87",1626504
202411,PF,PJ,SUDESTE,NORDESTE,entre 50 e 59 anos,Nao se aplica,QRDN,P2B,Pix Troco,"3779,03",6
202411,PF,PF,Nao informado,Nao informado,entre 40 e 49 anos,entre 30 e 39 anos,QRDN,P2P,Pix,"2907,8",73
202411,PF,PF,CENTRO-OESTE,NORTE,entre 50 e 59 anos,mais de 60 anos,MANU,P2P,Pix,"2045622,25",3627
202411,PF,PF,NORDESTE,NORDESTE,entre 50 e 59 anos,entre 50 e 59 anos,DICT,P2P,Pix,"5888031806,72",14710314
202411,PF,PF,CENTRO-OESTE,SUL,entre 50 e 59 anos,entre 20 e 29 anos,QRES,P2P,Pix,"227738,05",1964
202411,PF,PJ,SUDESTE,SUDESTE,até 19 anos,Nao se aplica,DICT,P2G,Pix,"220537,25",877
202411,PJ,PF,NORDESTE,Nao informado,Nao se aplica,Nao informado,DICT,B2P,Pix,"274952,32",4255
202411,PF,PF,Nao informado,SUL,entre 50 e 59 anos,entre 50 e 59 anos,DICT,P2P,Pix,1518043,2147
202411,PF,PJ,NORTE,CENTRO-OESTE,entre 50 e 59 anos,Nao se aplica,Nao disponivel,P2B,Nao disponivel,"46298,38",97
202411,PF,PJ,NORDESTE,NORTE,entre 50 e 59 anos,Nao se aplica,DICT,P2B,Pix,"39905854,88",30484
202411,PF,PF,CENTRO-OESTE,NORDESTE,até 19 anos,mais de 60 anos,Nao disponivel,P2P,Nao disponivel,"34125,17",97
202411,PJ,PF,SUL,CENTRO-OESTE,Nao se aplica,até 19 anos,DICT,B2P,Pix,"12852579,54",53548
202411,PJ,PJ,NORDESTE,SUDESTE,Nao se aplica,Nao se aplica,QRDN,B2B,Pix Troco,"575,5",2
202411,PF,PF,SUL,CENTRO-OESTE,mais de 60 anos,entre 50 e 59 anos,DICT,P2P,Pix,"16762761,36",20345
202411,PF,PF,SUL,NORTE,entre 40 e 49 anos,entre 40 e 49 anos,Nao disponivel,P2P,Nao disponivel,"57253,38",222
202411,PF,PF,NORDESTE,NORDESTE,entre 40 e 49 anos,mais de 60 anos,MANU,P2P,Pix,"298327259,23",1217272
202411,PF,PF,SUDESTE,NORDESTE,entre 20 e 29 anos,até 19 anos,QRES,P2P,Pix,"891979,45",22060
202411,PF,PF,Nao informado,NORDESTE,entre 40 e 49 anos,entre 20 e 29 anos,DICT,P2P,Pix,"2107625,32",6363
202411,PF,PF,NORTE,NORTE,entre 50 e 59 anos,entre 50 e 59 anos,DICT,P2P,Pix,"2154960351,91",5165850
202411,PF,PF,NORTE,NORTE,entre 20 e 29 anos,entre 30 e 39 anos,Nao disponivel,P2P,Nao disponivel,"3399293,79",23697
202411,PF,PJ,NORTE,NORDESTE,mais de 60 anos,Nao se aplica,QRDN,P2B,Pix Saque,"128809,63",458
202411,PF,PJ,SUL,CENTRO-OESTE,entre 40 e 49 anos,Nao se aplica,DICT,P2B,Pix,"72614194,38",53633
202411,PF,PF,NORTE,SUDESTE,entre 50 e 59 anos,entre 30 e 39 anos,QRES,P2P,Pix,"1195913,18",9134
202411,PF,PJ,SUL,CENTRO-OESTE,entre 20 e 29 anos,Nao se aplica,QRDN,P2B,Pix,45591767,619625
202411,PF,PF,CENTRO-OESTE,SUDESTE,entre 30 e 39 anos,entre 30 e 39 anos,Nao disponivel,P2P,Nao disponivel,"491893,61",1730
202411,PJ,PF,NORTE,NORTE,Nao se aplica,entre 40 e 49 anos,MANU,B2P,Pix,"342117917,48",240643
202411,PF,PF,SUDESTE,NORTE,até 19 anos,entre 20 e 29 anos,QRES,P2P,Pix,"198800,56",11627
202411,PF,PF,NORTE,CENTRO-OESTE,até 19 anos,entre 20 e 29 anos,MANU,P2P,Pix,"965028,48",12221
202411,PF,PF,CENTRO-OESTE,SUL,entre 20 e 29 anos,entre 30 e 39 anos,QRES,P2P,Pix,"809149,82",15810
202411,PF,PJ,SUL,NORDESTE,entre 20 e 29 anos,Nao se aplica,MANU,P2B,Pix,"1761434,98",5543
202411,PJ,PF,NORTE,NORDESTE,Nao se aplica,entre 50 e 59 anos,QRDN,B2P,Pix,"172075,19",2124
202411,PF,PF,Nao informado,SUL,entre 30 e 39 anos,entre 20 e 29 anos,QRES,P2P,Pix,53285,620
202411,PF,PF,CENTRO-OESTE,NORDESTE,entre 20 e 29 anos,até 19 anos,QRES,P2P,Pix,"202612,97",5658
202411,PF,PF,CENTRO-OESTE,NORDESTE,entre 40 e 49 anos,entre 40 e 49 anos,Nao disponivel,P2P,Nao disponivel,"135920,98",583
202411,PF,PF,CENTRO-OESTE,NORTE,entre 40 e 49 anos,até 19 anos,QRES,P2P,Pix,"84514,38",1784
202411,PJ,PJ,SUL,SUDESTE,Nao se aplica,Nao se aplica,Nao disponivel,B2G,Nao disponivel,"29324,98",4
202411,PF,PF,SUL,SUDESTE,até 19 anos,mais de 60 anos,Nao disponivel,P2P,Nao disponivel,"40317,18",146
202411,PF,PF,SUDESTE,SUDESTE,entre 20 e 29 anos,Nao informado,INIC,P2P,Pix,"2760,64",13
202411,PF,PF,NORDESTE,SUL,entre 20 e 29 anos,até 19 anos,Nao disponivel,P2P,Nao disponivel,"37607,06",1340
202411,PF,PF,CENTRO-OESTE,NORDESTE,até 19 anos,entre 30 e 39 anos,QRDN,P2P,Pix,"324536,89",15798
202411,PF,PF,NORTE,Nao informado,entre 40 e 49 anos,entre 40 e 49 anos,QRES,P2P,Pix,"82435,55",798
202411,PF,PF,SUDESTE,Nao informado,entre 50 e 59 anos,mais de 60 anos,QRDN,P2P,Pix,"547,55",47
202411,PF,PF,NORDESTE,Nao informado,até 19 anos,entre 20 e 29 anos,DICT,P2P,Pix,"197994,63",1611
202411,PF,PF,NORDESTE,SUL,até 19 anos,mais de 60 anos,DICT,P2P,Pix,702533,6013
202411,PF,PJ,Nao informado,CENTRO-OESTE,entre 30 e 39 anos,Nao se aplica,QRES,P2G,Pix,"2,5",1
202411,PF,PF,Nao informado,Nao informado,até 19 anos,entre 20 e 29 anos,DICT,P2P,Pix,"140433,61",1689
202411,PF,PF,SUL,NORTE,entre 30 e 39 anos,entre 30 e 39 anos,QRDN,P2P,Pix,"340868,31",9162
202411,PF,PF,NORTE,NORDESTE,entre 50 e 59 anos,entre 20 e 29 anos,QRDN,P2P,Pix,"548773,76",12365
202411,PJ,PF,SUDESTE,NORDESTE,Nao se aplica,entre 20 e 29 anos,QRES,B2P,Pix,"5190175,46",24090
202411,PF,PJ,Nao informado,NORDESTE,até 19 anos,Nao se aplica,QRDN,P2G,Pix,"934,15",9
202411,PF,PF,SUL,Nao informado,entre 50 e 59 anos,entre 30 e 39 anos,DICT,P2P,Pix,"2336080,3",3880
202411,PF,PF,SUL,NORTE,entre 40 e 49 anos,entre 50 e 59 anos,MANU,P2P,Pix,"1562933,82",4935
202411,PF,PF,NORTE,CENTRO-OESTE,entre 30 e 39 anos,entre 50 e 59 anos,QRDN,P2P,Pix,"923913,33",30019
202411,PF,PF,Nao informado,Nao informado,entre 40 e 49 anos,entre 40 e 49 anos,INIC,P2P,Pix,"212021,9",78
202411,PF,PJ,Nao informado,SUL,entre 20 e 29 anos,Nao se aplica,MANU,P2G,Pix,60,1
202411,PF,PF,CENTRO-OESTE,SUL,mais de 60 anos,mais de 60 anos,DICT,P2P,Pix,"22155984,23",16629
202411,PF,PJ,SUL,NORTE,entre 30 e 39 anos,Nao se aplica,QRES,P2G,Pix,"1088,55",12
202411,PF,PF,SUDESTE,NORDESTE,mais de 60 anos,entre 30 e 39 anos,QRES,P2P,Pix,"2346722,64",31765
202411,PF,PF,SUL,NORTE,entre 50 e 59 anos,entre 40 e 49 anos,Nao disponivel,P2P,Nao disponivel,"13532,21",68
202411,PJ,PF,SUL,SUL,Nao se aplica,entre 20 e 29 anos,QRDN,B2P,Pix,"3826011,47",49332
202411,PF,PF,Nao informado,SUDESTE,entre 30 e 39 anos,entre 40 e 49 anos,MANU,P2P,Pix,"2138488,1",3061
202411,PF,PF,SUL,NORTE,entre 20 e 29 anos,entre 20 e 29 anos,QRDN,P2P,Pix,"192318,96",5523
202411,PF,PF,NORDESTE,Nao informado,entre 20 e 29 anos,Nao informado,QRES,P2P,Pix,"104,01",8
202411,PF,PF,Nao informado,SUDESTE,até 19 anos,até 19 anos,QRES,P2P,Pix,"613,56",41
202411,PJ,PF,NORTE,SUDESTE,Nao se aplica,entre 20 e 29 anos,MANU,B2P,Pix,"6110632,67",3107
202411,PJ,PF,CENTRO-OESTE,Nao informado,Nao se aplica,entre 40 e 49 anos,DICT,G2P,Pix,"34175,85",12
202411,PF,PF,Nao informado,Nao informado,mais de 60 anos,mais de 60 anos,DICT,P2P,Pix,"9794547,24",5121
202411,PF,PF,CENTRO-OESTE,SUL,entre 40 e 49 anos,entre 40 e 49 anos,DICT,P2P,Pix,"40957034,5",82972
202411,PF,PF,SUL,Nao informado,entre 50 e 59 anos,entre 50 e 59 anos,DICT,P2P,Pix,"2178623,71",1778
202411,PF,PF,CENTRO-OESTE,SUDESTE,entre 50 e 59 anos,mais de 60 anos,QRES,P2P,Pix,"841914,47",5341
202411,PF,PF,SUL,CENTRO-OESTE,mais de 60 anos,entre 30 e 39 anos,QRES,P2P,Pix,"171552,95",1443
202411,PF,PJ,NORDESTE,NORDESTE,mais de 60 anos,Nao se aplica,MANU,P2B,Pix Saque,10710,24
202411,PF,PF,SUDESTE,Nao informado,entre 40 e 49 anos,entre 20 e 29 anos,Nao disponivel,P2P,Nao disponivel,"1271,85",9
202411,PF,PF,Nao informado,NORDESTE,Nao informado,entre 30 e 39 anos,QRDN,P2P,Pix,"157,37",9
202411,PF,PF,CENTRO-OESTE,SUL,entre 30 e 39 anos,entre 20 e 29 anos,DICT,P2P,Pix,"27355431,29",99908
202411,PF,PF,SUDESTE,SUDESTE,entre 20 e 29 anos,Nao informado,QRDN,P2P,Pix,"16444,3",131
202411,PJ,PF,SUDESTE,NORDESTE,Nao se aplica,até 19 anos,QRDN,B2P,Pix,"55990,32",846
202411,PF,PF,SUDESTE,NORDESTE,até 19 anos,entre 20 e 29 anos,QRDN,P2P,Pix,1030367,53033
202411,PF,PF,CENTRO-OESTE,Nao informado,entre 30 e 39 anos,até 19 anos,DICT,P2P,Pix,"56259,05",273
202411,PF,PF,NORTE,NORTE,entre 20 e 29 anos,Nao informado,DICT,P2P,Pix,2513,10
202411,PF,PF,CENTRO-OESTE,Nao informado,mais de 60 anos,entre 50 e 59 anos,QRDN,P2P,Pix,"803,12",24
202411,PF,PF,SUL,Nao informado,entre 20 e 29 anos,entre 20 e 29 anos,QRES,P2P,Pix,"65415,08",858
202411,PF,PF,SUDESTE,CENTRO-OESTE,até 19 anos,entre 20 e 29 anos,MANU,P2P,Pix,"977277,9",11025
202411,PF,PJ,NORTE,SUDESTE,entre 30 e 39 anos,Nao se aplica,MANU,P2B,Pix,"19097379,45",51462
202411,PF,PF,SUDESTE,NORDESTE,até 19 anos,entre 50 e 59 anos,Nao disponivel,P2P,Nao disponivel,"69617,28",690
202411,PF,PJ,SUL,CENTRO-OESTE,entre 20 e 29 anos,Nao se aplica,QRES,P2B,Pix,"15828213,54",71075
202411,PF,PF,NORDESTE,NORDESTE,entre 50 e 59 anos,entre 30 e 39 anos,MANU,P2P,Pix,"362311774,47",2354266
202411,PF,PF,NORTE,SUDESTE,até 19 anos,entre 40 e 49 anos,MANU,P2P,Pix,"438933,43",5611
202411,PF,PF,CENTRO-OESTE,CENTRO-OESTE,Nao informado,mais de 60 anos,DICT,P2P,Pix,3026,4
202411,PF,PF,NORTE,NORTE,entre 30 e 39 anos,até 19 anos,Nao disponivel,P2P,Nao disponivel,"339378,24",4460
202411,PF,PF,SUL,SUL,entre 40 e 49 anos,entre 30 e 39 anos,DICT,P2P,Pix,"2277521921,34",7488428
202411,PF,PF,CENTRO-OESTE,SUL,entre 40 e 49 anos,mais de 60 anos,DICT,P2P,Pix,"20084077,16",27022
202411,PF,PF,CENTRO-OESTE,NORDESTE,entre 20 e 29 anos,mais de 60 anos,DICT,P2P,Pix,"7949319,08",36517
202411,PF,PF,NORTE,SUDESTE,entre 20 e 29 anos,Nao informado,DICT,P2P,Pix,30,2
202411,PF,PF,Nao informado,NORTE,até 19 anos,até 19 anos,QRDN,P2P,Pix,"308,5",13
202411,PF,PF,NORDESTE,NORDESTE,até 19 anos,mais de 60 anos,QRES,P2P,Pix,"10136990,53",696638
202411,PF,PF,SUDESTE,Nao informado,entre 30 e 39 anos,entre 50 e 59 anos,QRES,P2P,Pix,"65036,13",459
202411,PF,PF,SUL,SUDESTE,entre 20 e 29 anos,entre 40 e 49 anos,MANU,P2P,Pix,"9188184,04",42079
202411,PF,PF,SUDESTE,SUDESTE,entre 20 e 29 anos,até 19 anos,MANU,P2P,Pix,"136826941,9",1769101
202411,PF,PF,NORDESTE,SUL,entre 50 e 59 anos,entre 40 e 49 anos,MANU,P2P,Pix,"1791662,82",7990
202411,PF,PF,NORDESTE,NORDESTE,entre 30 e 39 anos,entre 20 e 29 anos,QRES,P2P,Pix,"138040983,4",3064318
202411,PF,PJ,SUL,SUDESTE,entre 40 e 49 anos,Nao se aplica,QRES,P2B,Pix Saque,441,5
202411,PF,PJ,Nao informado,NORDESTE,mais de 60 anos,Nao se aplica,QRES,P2B,Pix,"275383,34",872
202411,PF,PF,CENTRO-OESTE,NORDESTE,entre 20 e 29 anos,entre 40 e 49 anos,MANU,P2P,Pix,"7597761,3",51878
202411,PF,PF,SUDESTE,CENTRO-OESTE,entre 20 e 29 anos,entre 50 e 59 anos,QRDN,P2P,Pix,"524492,02",19937
202411,PF,PJ,SUL,SUL,entre 30 e 39 anos,Nao se aplica,QRDN,P2B,Pix,"2104422562,07",25829954
202411,PF,PF,NORTE,CENTRO-OESTE,mais de 60 anos,entre 50 e 59 anos,QRES,P2P,Pix,"249925,93",2339
202411,PJ,PF,SUDESTE,CENTRO-OESTE,Nao se aplica,Nao informado,DICT,B2P,Pix,200,3
202411,PF,PJ,SUDESTE,NORDESTE,entre 20 e 29 anos,Nao se aplica,DICT,P2B,Pix,"105888399,85",236491
202411,PF,PJ,SUL,SUL,entre 40 e 49 anos,Nao se aplica,QRDN,P2B,Pix Saque,"23091085,5",109392
202411,PF,PF,NORTE,SUDESTE,entre 40 e 49 anos,mais de 60 anos,Nao disponivel,P2P,Nao disponivel,"93076,99",107
202411,PF,PF,Nao informado,SUDESTE,entre 20 e 29 anos,mais de 60 anos,QRDN,P2P,Pix,"10112,27",418
202411,PF,PF,NORDESTE,NORDESTE,mais de 60 anos,entre 40 e 49 anos,QRDN,P2P,Pix,"12563023,08",287113
202411,PF,PF,Nao informado,CENTRO-OESTE,mais de 60 anos,entre 40 e 49 anos,QRDN,P2P,Pix,"2594,75",28
202411,PF,PF,NORTE,SUDESTE,entre 50 e 59 anos,entre 50 e 59 anos,Nao disponivel,P2P,Nao disponivel,"10874,14",65
202411,PJ,PF,NORTE,NORDESTE,Nao se aplica,até 19 anos,DICT,B2P,Pix,"14939971,07",106036
202411,PF,PF,NORTE,SUL,entre 20 e 29 anos,entre 30 e 39 anos,DICT,P2P,Pix,"35680630,93",254704
202411,PF,PF,NORDESTE,NORTE,entre 40 e 49 anos,entre 30 e 39 anos,DICT,P2P,Pix,"64980096,65",267392
202411,PF,PJ,NORDESTE,NORTE,entre 30 e 39 anos,Nao se aplica,QRES,P2B,Pix,"12642629,44",106128
202411,PF,PF,NORDESTE,Nao informado,mais de 60 anos,mais de 60 anos,DICT,P2P,Pix,"458546,61",622
202411,PF,PJ,NORTE,SUDESTE,entre 50 e 59 anos,Nao se aplica,INIC,P2B,Pix,"1664,02",143
202411,PF,PF,NORDESTE,NORDESTE,entre 50 e 59 anos,entre 30 e 39 anos,INIC,P2P,Pix,"89,99",1
202411,PF,PF,SUL,SUDESTE,entre 40 e 49 anos,entre 50 e 59 anos,INIC,P2P,Pix,"15,9",1
202411,PF,PJ,SUL,SUL,entre 50 e 59 anos,Nao se aplica,QRDN,P2B,Pix Saque,"12389871,51",52582
202411,PF,PF,NORTE,NORDESTE,entre 50 e 59 anos,entre 40 e 49 anos,QRDN,P2P,Pix,"696118,8",15061
202411,PF,PJ,SUL,SUL,mais de 60 anos,Nao se aplica,QRES,P2B,Pix Saque,"14679,76",84
202411,PF,PF,SUDESTE,SUDESTE,Nao informado,entre 50 e 59 anos,DICT,P2P,Pix,1565,13
202411,PF,PF,NORDESTE,Nao informado,entre 50 e 59 anos,até 19 anos,DICT,P2P,Pix,"66049,18",532
202411,PF,PF,NORDESTE,SUL,entre 20 e 29 anos,entre 40 e 49 anos,QRDN,P2P,Pix,"771033,09",27403
202411,PF,PF,SUDESTE,NORDESTE,entre 20 e 29 anos,até 19 anos,DICT,P2P,Pix,"25803583,74",320891
202411,PJ,PJ,Nao informado,SUDESTE,Nao se aplica,Nao se aplica,QRES,B2G,Pix,"7626,07",10
202411,PJ,PF,CENTRO-OESTE,SUL,Nao se aplica,entre 50 e 59 anos,DICT,B2P,Pix,"74251073,68",55727
202411,PF,PF,SUL,Nao informado,entre 50 e 59 anos,entre 20 e 29 anos,QRES,P2P,Pix,"25854,69",180
202411,PF,PF,SUDESTE,NORDESTE,Nao informado,entre 20 e 29 anos,MANU,P2P,Pix,75,5
202411,PF,PF,SUL,SUL,entre 20 e 29 anos,entre 50 e 59 anos,MANU,P2P,Pix,"220415318,72",944106
202411,PF,PF,NORDESTE,NORTE,entre 30 e 39 anos,entre 30 e 39 anos,QRES,P2P,Pix,"2810086,53",67829
202411,PJ,PF,SUL,Nao informado,Nao se aplica,entre 30 e 39 anos,DICT,B2P,Pix,"13165734,42",11146
202411,PF,PF,NORDESTE,NORDESTE,até 19 anos,entre 40 e 49 anos,DICT,P2P,Pix,"385193017,37",4495200
202411,PF,PF,SUDESTE,Nao informado,entre 50 e 59 anos,Nao informado,QRES,P2P,Pix,2,2
202411,PF,PF,NORDESTE,Nao informado,entre 40 e 49 anos,Nao informado,MANU,P2P,Pix,"344,85",8
202411,PF,PF,CENTRO-OESTE,SUL,entre 20 e 29 anos,entre 50 e 59 anos,Nao disponivel,P2P,Nao disponivel,"55962,48",259
202411,PF,PF,CENTRO-OESTE,NORDESTE,entre 40 e 49 anos,entre 20 e 29 anos,QRES,P2P,Pix,"1851133,36",33688
202411,PF,PF,Nao informado,CENTRO-OESTE,mais de 60 anos,entre 50 e 59 anos,DICT,P2P,Pix,"1047357,21",932
202411,PF,PF,SUDESTE,SUDESTE,entre 50 e 59 anos,entre 50 e 59 anos,QRES,P2P,Pix,"303751520,73",1300060
202411,PJ,PF,NORDESTE,NORDESTE,Nao se aplica,entre 50 e 59 anos,MANU,G2P,Pix,"12365808,33",2060
202411,PF,PF,NORDESTE,CENTRO-OESTE,entre 40 e 49 anos,entre 30 e 39 anos,MANU,P2P,Pix,"9653086,18",61121
202411,PJ,PF,SUL,NORDESTE,Nao se aplica,até 19 anos,DICT,G2P,Pix,"5120,14",45
202411,PJ,PF,SUL,Nao informado,Nao se aplica,até 19 anos,MANU,B2P,Pix,"17366,04",71
202411,PF,PJ,SUDESTE,SUDESTE,entre 30 e 39 anos,Nao se aplica,MANU,P2B,Pix Saque,"1091,53",9
202411,PJ,PJ,SUDESTE,CENTRO-OESTE,Nao se aplica,Nao se aplica,MANU,B2G,Pix,"3089507,52",1196
202411,PF,PF,NORDESTE,NORDESTE,entre 20 e 29 anos,Nao informado,QRES,P2P,Pix,"3679,5",30
202411,PF,PF,CENTRO-OESTE,SUDESTE,até 19 anos,entre 40 e 49 anos,DICT,P2P,Pix,"5772419,64",53168
202411,PF,PF,Nao informado,NORDESTE,entre 30 e 39 anos,entre 30 e 39 anos,MANU,P2P,Pix,"1915318,66",3020
202411,PF,PF,CENTRO-OESTE,CENTRO-OESTE,até 19 anos,entre 50 e 59 anos,MANU,P2P,Pix,"12917323,32",127773
202411,PF,PJ,NORDESTE,CENTRO-OESTE,entre 20 e 29 anos,Nao se aplica,QRDN,P2B,Pix,"116662086,12",2137124
202411,PF,PF,NORTE,SUL,mais de 60 anos,entre 20 e 29 anos,QRES,P2P,Pix,"49456,91",763
202411,PF,PJ,NORTE,CENTRO-OESTE,Nao informado,Nao se aplica,DICT,P2B,Pix,1000,1
202411,PF,PJ,SUL,SUL,entre 30 e 39 anos,Nao se aplica,INIC,P2B,Pix,"60059,05",251
202411,PF,PF,SUDESTE,SUL,entre 30 e 39 anos,entre 20 e 29 anos,INIC,P2P,Pix,54,3
202411,PJ,PF,NORTE,SUDESTE,Nao se aplica,até 19 anos,DICT,B2P,Pix,"15015400,14",120145
202411,PF,PF,CENTRO-OESTE,NORTE,entre 20 e 29 anos,mais de 60 anos,DICT,P2P,Pix,"6438271,4",24003
202411,PF,PJ,NORTE,SUL,entre 30 e 39 anos,Nao se aplica,QRDN,P2B,Pix,"339043876,52",4032697
202411,PF,PJ,CENTRO-OESTE,CENTRO-OESTE,entre 30 e 39 anos,Nao se aplica,QRDN,P2B,Pix,"830715915,53",11665625
202411,PF,PJ,SUDESTE,Nao informado,mais de 60 anos,Nao se aplica,DICT,P2B,Pix,"99580,69",61
202411,PF,PF,Nao informado,SUL,entre 30 e 39 anos,entre 20 e 29 anos,Nao disponivel,P2P,Nao disponivel,"4371,19",18
202411,PF,PF,SUDESTE,NORTE,Nao informado,entre 20 e 29 anos,DICT,P2P,Pix,10,1
202411,PF,PF,SUDESTE,NORTE,entre 40 e 49 anos,entre 20 e 29 anos,DICT,P2P,Pix,"38524420,4",189041
202411,PF,PF,NORTE,SUL,entre 30 e 39 anos,mais de 60 anos,MANU,P2P,Pix,"3595732,02",7951
202411,PF,PF,SUL,SUDESTE,entre 20 e 29 anos,entre 50 e 59 anos,MANU,P2P,Pix,"6286548,81",23676
202411,PF,PF,NORDESTE,NORDESTE,entre 20 e 29 anos,entre 40 e 49 anos,Nao disponivel,P2P,Nao disponivel,"7368381,52",51638
202411,PF,PF,CENTRO-OESTE,SUL,entre 40 e 49 anos,mais de 60 anos,QRES,P2P,Pix,"242898,9",3282
202411,PF,PF,SUL,NORDESTE,até 19 anos,entre 40 e 49 anos,Nao disponivel,P2P,Nao disponivel,"15192,46",301
202411,PF,PF,NORDESTE,NORDESTE,mais de 60 anos,entre 30 e 39 anos,QRES,P2P,Pix,"35296437,02",421969
202411,PF,PF,SUL,SUDESTE,mais de 60 anos,entre 20 e 29 anos,MANU,P2P,Pix,"3261692,52",7342
202411,PF,PF,SUL,CENTRO-OESTE,até 19 anos,entre 50 e 59 anos,QRDN,P2P,Pix,"26099,31",1224
202411,PF,PF,NORTE,SUL,entre 20 e 29 anos,até 19 anos,QRDN,P2P,Pix,"48748,99",1856
202411,PJ,PF,SUL,Nao informado,Nao se aplica,entre 30 e 39 anos,MANU,B2P,Pix,"4285391,79",1539
202411,PF,PF,Nao informado,NORDESTE,Nao informado,entre 30 e 39 anos,MANU,P2P,Pix,"9266,08",12
202411,PF,PJ,CENTRO-OESTE,SUL,entre 30 e 39 anos,Nao se aplica,QRDN,P2B,Pix Troco,"324,96",1
202411,PF,PJ,NORDESTE,NORDESTE,entre 20 e 29 anos,Nao se aplica,QRDN,P2B,Pix Troco,"30895,99",146
202411,PF,PF,SUDESTE,SUDESTE,mais de 60 anos,entre 30 e 39 anos,DICT,P2P,Pix,"4117413319,78",10205082
202411,PF,PF,SUDESTE,CENTRO-OESTE,entre 20 e 29 anos,entre 30 e 39 anos,MANU,P2P,Pix,"9664989,18",51480
202411,PF,PF,SUDESTE,Nao informado,entre 30 e 39 anos,entre 50 e 59 anos,Nao disponivel,P2P,Nao disponivel,16372,14
202411,PJ,PJ,SUDESTE,NORTE,Nao se aplica,Nao se aplica,MANU,G2B,Pix,"2682651,1",18
202411,PF,PF,CENTRO-OESTE,NORDESTE,entre 20 e 29 anos,entre 40 e 49 anos,Nao disponivel,P2P,Nao disponivel,"162355,67",845
202411,PF,PF,SUL,SUL,entre 20 e 29 anos,entre 50 e 59 anos,INIC,P2P,Pix,30,1
202411,PF,PF,Nao informado,NORTE,entre 20 e 29 anos,até 19 anos,QRES,P2P,Pix,"954,55",36
202411,PF,PJ,NORDESTE,SUDESTE,entre 40 e 49 anos,Nao se aplica,MANU,P2G,Pix,"24748,33",73
202411,PF,PF,NORTE,SUDESTE,entre 20 e 29 anos,até 19 anos,QRES,P2P,Pix,"214032,26",5956
202411,PJ,PF,SUDESTE,SUL,Nao se aplica,entre 20 e 29 anos,QRES,B2P,Pix,"1789660,67",7044
202411,PJ,PF,NORDESTE,Nao informado,Nao se aplica,Nao informado,MANU,B2P,Pix,"1703,83",1
202411,PF,PJ,NORTE,NORTE,entre 40 e 49 anos,Nao se aplica,QRDN,P2G,Pix,"36404262,75",91910
202411,PJ,PF,NORDESTE,CENTRO-OESTE,Nao se aplica,entre 30 e 39 anos,Nao disponivel,B2P,Nao disponivel,"653845,63",9206
202411,PJ,PF,NORTE,Nao informado,Nao se aplica,Nao informado,DICT,B2P,Pix,"18469,66",25
202411,PF,PJ,CENTRO-OESTE,SUL,entre 30 e 39 anos,Nao se aplica,MANU,P2G,Pix,3168,14
202411,PF,PF,SUDESTE,CENTRO-OESTE,entre 50 e 59 anos,entre 40 e 49 anos,Nao disponivel,P2P,Nao disponivel,"77341,28",253
